Gene	sim	sec
CG7430	Dsim\GD14729	Dsec\GM25722
CG7432	Dsim\GD19308	Dsec\GM26857
CG7453	Dsim\GD17426	Dsec\GM22945
CG7456	Dsim\GD22250	Dsec\GM11647
CG7458	Dsim\GD15012	Dsec\GM22421
CG7460	Dsim\GD12383	Dsec\GM24313
CG7461	Dsim\GD11444	Dsec\GM21947
CG7466	Dsim\GD23501	Dsec\GM16709
CG7470	Dsim\GD15014	Dsec\GM22423
CG7484	Dsim\GD17646	Dsec\GM25714
CG7488	Dsim\GD18869	Dsec\GM24072
CG7492	Dsim\GD13041	Dsec\GM13740
CG7497	Dsim\GD14720	Dsec\GM25712
CG7504	Dsim\GD13018	Dsec\GM24969
CG7506	Dsim\GD13042	Dsec\GM13741
CG7509	Dsim\GD13233	Dsec\GM13949
CG7510	Dsim\GD14719	Dsec\GM25711
CG7512	Dsim\GD17635	Dsec\GM25280
CG7514	Dsim\GD13239	Dsec\GM13955
CG7518	Dsim\GD18871	Dsec\GM24073
CG7519	Dsim\GD14964	Dsec\GM22373
CG7523	Dsim\GD20220	Dsec\GM15350
CG7530	Dsim\GD20404	Dsec\GM25830
CG7536	Dsim\GD24484	Dsec\GM22838
CG7542	Dsim\GD14718	Dsec\GM25710
CG7544	Dsim\GD11099	Dsec\GM21591
CG7546	Dsim\GD14022	Dsec\GM14852
CG7548	Dsim\GD13051	Dsec\GM13752
CG7550	Dsim\GD13021	Dsec\GM24972
CG7551	Dsim\GD14306	Dsec\GM25272
CG7556	Dsim\GD15599	Dsec\GM22763
CG7557	Dsim\GD14305	Dsec\GM25271
CG7560	Dsim\GD14304	Dsec\GM25270
CG7564	Dsim\GD14714	Dsec\GM25708
CG7565	Dsim\GD13023	Dsec\GM24974
CG7567	Dsim\GD17731	Dsec\GM12239
CG7568	Dsim\GD17720	Dsec\GM12236
CG7573	Dsim\GD14300	Dsec\GM25266
CG7579	Dsim\GD12542	Dsec\GM24469
CG7582	Dsim\GD17691	Dsec\GM12231
CG7587	Dsim\GD19170	Dsec\GM15245
CG7589	Dsim\GD14708	Dsec\GM25701
CG7593	Dsim\GD17683	Dsec\GM12227
CG7600	Dsim\GD14296	Dsec\GM25262
CG7601	Dsim\GD17678	Dsec\GM12226
CG7607	Dsim\GD14294	Dsec\GM25260
CG7611	Dsim\GD14968	Dsec\GM22377
CG7616	Dsim\GD14292	Dsec\GM25258
CG7627	Dsim\GD24170	Dsec\GM17308
CG7630	Dsim\GD14704	Dsec\GM25696
CG7631	Dsim\GD24016	Dsec\GM16106
CG7632	Dsim\GD14950	Dsec\GM22356
CG7634	Dsim\GD14973	Dsec\GM22384
CG7637	Dsim\GD25957	Dsec\GM20494
CG7638	Dsim\GD14285	Dsec\GM25251
CG7639	Dsim\GD25641	Dsec\GM20162
CG7646	Dsim\GD14846	Dsec\GM19731
CG7650	Dsim\GD12551	Dsec\GM24478
CG7653	Dsim\GD21935	Dsec\GM17926
CG7655	Dsim\GD19182	Dsec\GM15257
CG7656	Dsim\GD12552	Dsec\GM24479
CG7668	Dsim\GD14849	Dsec\GM19744
CG7675	Dsim\GD20174	Dsec\GM18707
CG7685	Dsim\GD19231	Dsec\GM17869
CG7691	Dsim\GD19232	Dsec\GM17870
CG7692	Dsim\GD14702	Dsec\GM13392
CG7694	Dsim\GD19234	Dsec\GM17873
CG7695	Dsim\GD20162	Dsec\GM18695
CG7702	Dsim\GD19242	Dsec\GM17881
CG7705	Dsim\GD20156	Dsec\GM18690
CG7706	Dsim\GD19243	Dsec\GM17884
CG7707	Dsim\GD18664	Dsec\GM25689
CG7708	Dsim\GD19244	Dsec\GM17885
CG7716	Dsim\GD13044	Dsec\GM13743
CG7718	Dsim\GD20153	Dsec\GM18684
CG7720	Dsim\GD20151	Dsec\GM18682
CG7724	Dsim\GD14693	Dsec\GM25688
CG7728	Dsim\GD14685	Dsec\GM25680
CG7730	Dsim\GD14687	Dsec\GM25682
CG7737	Dsim\GD10773	Dsec\GM21259
CG7739	Dsim\GD12554	Dsec\GM24481
CG7741	Dsim\GD10788	Dsec\GM21276
CG7742	Dsim\GD22661	Dsec\GM18033
CG7744	Dsim\GD11456	Dsec\GM21962
CG7745	Dsim\GD10789	Dsec\GM21277
CG7747	Dsim\GD15224	Dsec\GM20066
CG7755	Dsim\GD25550	Dsec\GM20069
CG7763	Dsim\GD10797	Dsec\GM21289
CG7766	Dsim\GD16263	Dsec\GM24111
CG7772	Dsim\GD15657	Dsec\GM22845
CG7781	Dsim\GD22419	Dsec\GM13045
CG7785	Dsim\GD19195	Dsec\GM15272
CG7786	Dsim\GD15226	Dsec\GM20077
CG7787	Dsim\GD23523	Dsec\GM16890
CG7789	Dsim\GD21468	Dsec\GM12826
CG7791	Dsim\GD10350	Dsec\GM16499
CG7794	Dsim\GD19196	Dsec\GM15273
CG7798	Dsim\GD25558	Dsec\GM20080
CG7804	Dsim\GD12565	Dsec\GM24493
CG7806	Dsim\GD23522	Dsec\GM16883
CG7810	Dsim\GD22421	Dsec\GM13067
CG7813	Dsim\GD25534	Dsec\GM20053
CG7818	Dsim\GD23521	Dsec\GM16880
CG7824	Dsim\GD17623	Dsec\GM12212
CG7829	Dsim\GD17644	Dsec\GM12217
CG7834	Dsim\GD17660	Dsec\GM12220
CG7837	Dsim\GD17666	Dsec\GM12221
CG7839	Dsim\GD14282	Dsec\GM25248
CG7840	Dsim\GD23520	Dsec\GM16876
CG7841	Dsim\GD12561	Dsec\GM24490
CG7848	Dsim\GD25536	Dsec\GM20055
CG7849	Dsim\GD10395	Dsec\GM13571
CG7856	Dsim\GD10338	Dsec\GM16485
CG7872	Dsim\GD17221	Dsec\GM22555
CG7878	Dsim\GD18514	Dsec\GM23704
CG7879	Dsim\GD13466	Dsec\GM14203
CG7881	Dsim\GD10346	Dsec\GM16495
CG7882	Dsim\GD10389	Dsec\GM16529
CG7884	Dsim\GD17436	Dsec\GM22952
CG7886	Dsim\GD20409	Dsec\GM25838
CG7888	Dsim\GD14275	Dsec\GM25242
CG7889	Dsim\GD17437	Dsec\GM22953
CG7896	Dsim\GD21488	Dsec\GM12844
CG7900	Dsim\GD18512	Dsec\GM23702
CG7903	Dsim\Acph-1	Dsec\GM12198
CG7906	Dsim\GD14488	Dsec\GM25463
CG7907	Dsim\GD19424	Dsec\GM10424
CG7910	Dsim\GD18511	Dsec\GM23701
CG7912	Dsim\GD17465	Dsec\GM12195
CG7914	Dsim\GD15598	Dsec\GM22772
CG7916	Dsim\GD23932	Dsec\GM15309
CG7920	Dsim\GD17454	Dsec\GM12194
CG7924	Dsim\GD14487	Dsec\GM25462
CG7927	Dsim\GD14052	Dsec\GM25019
CG7943	Dsim\GD21499	Dsec\GM12856
CG7945	Dsim\GD12558	Dsec\GM24486
CG7946	Dsim\GD21500	Dsec\GM12857
CG7950	Dsim\GD21503	Dsec\GM12861
CG7953	Dsim\GD23933	Dsec\GM15320
CG7956	Dsim\GD19432	Dsec\GM10430
CG7963	Dsim\GD18543	Dsec\GM23733
CG7966	Dsim\GD20522	Dsec\GM25962
CG7968	Dsim\GD23934	Dsec\GM15330
CG7970	Dsim\GD13636	Dsec\GM14435
CG7971	Dsim\GD13454	Dsec\GM14188
CG7974	Dsim\GD13638	Dsec\GM14436
CG7979	Dsim\GD14057	Dsec\GM25024
CG7985	Dsim\GD19213	Dsec\GM15285
CG7987	Dsim\GD20411	Dsec\GM25840
CG7988	Dsim\GD19215	Dsec\GM15288
CG7990	Dsim\GD15597	Dsec\GM22761
CG7991	Dsim\GD13640	Dsec\GM14438
CG7992	Dsim\GD15589	Dsec\GM22755
CG7997	Dsim\GD25544	Dsec\GM20062
CG8001	Dsim\GD13644	Dsec\GM14442
CG8003	Dsim\GD14254	Dsec\GM25221
CG8004	Dsim\GD12238	Dsec\GM15407
CG8005	Dsim\GD14061	Dsec\GM25027
CG8006	Dsim\GD14063	Dsec\GM25030
CG8008	Dsim\GD10099	Dsec\GM20626
CG8010	Dsim\GD15588	Dsec\GM22752
CG8012	Dsim\GD14064	Dsec\GM25031
CG8026	Dsim\GD10092	Dsec\GM20618
CG8027	Dsim\GD10091	Dsec\GM20617
CG8028	Dsim\GD24461	Dsec\GM22749
CG8031	Dsim\GD20526	Dsec\GM25966
CG8032	Dsim\GD18558	Dsec\GM23747
CG8036	Dsim\GD18560	Dsec\GM23748
CG8038	Dsim\GD13026	Dsec\GM24977
CG8042	Dsim\GD13028	Dsec\GM24979
CG8043	Dsim\GD18562	Dsec\GM23750
CG8046	Dsim\GD10098	Dsec\GM20624
CG8051	Dsim\GD15585	Dsec\GM22747
CG8060	Dsim\GD25547	Dsec\GM20065
CG8064	Dsim\GD19224	Dsec\GM15299
CG8065	Dsim\GD14234	Dsec\GM25204
CG8067	Dsim\GD10997	Dsec\GM21502
CG8072	Dsim\GD14233	Dsec\GM25203
CG8078	Dsim\GD10105	Dsec\GM20632
CG8079	Dsim\Hex-C	Dsec\GM21598
CG8080	Dsim\GD10107	Dsec\GM20634
CG8083	Dsim\GD10625	Dsec\GM21088
CG8086	Dsim\GD22425	Dsec\GM13111
CG8089	Dsim\GD25635	Dsec\GM20157
CG8093	Dsim\GD25632	Dsec\GM20153
CG8097	Dsim\GD17218	Dsec\GM22556
CG8100	Dsim\GD14482	Dsec\GM25454
CG8105	Dsim\GD17219	Dsec\GM22557
CG8108	Dsim\GD14221	Dsec\GM25189
CG8111	Dsim\GD13030	Dsec\GM24982
CG8112	Dsim\GD18564	Dsec\GM23753
CG8116	Dsim\GD18565	Dsec\GM23754
CG8117	Dsim\GD17224	Dsec\GM22558
CG8119	Dsim\GD17225	Dsec\GM22560
CG8128	Dsim\GD17228	Dsec\GM22565
CG8129	Dsim\GD18609	Dsec\GM23798
CG8132	Dsim\GD18612	Dsec\GM23959
CG8135	Dsim\GD18614	Dsec\GM23803
CG8136	Dsim\GD18567	Dsec\GM23756
CG8138	Dsim\GD18886	Dsec\GM24088
CG8141	Dsim\GD18889	Dsec\GM24090
CG8142	Dsim\GD15662	Dsec\GM22851
CG8152	Dsim\GD25624	Dsec\GM20145
CG8155	Dsim\GD25623	Dsec\GM20144
CG8159	Dsim\GD18570	Dsec\GM23759
CG8170	Dsim\GD10113	Dsec\GM20640
CG8172	Dsim\GD10116	Dsec\GM20642
CG8173	Dsim\GD17342	Dsec\GM13297
CG8176	Dsim\GD18620	Dsec\GM23812
CG8180	Dsim\GD25616	Dsec\GM20138
CG8184	Dsim\GD17230	Dsec\GM22568
CG8187	Dsim\GD25613	Dsec\GM20136
CG8188	Dsim\GD17343	Dsec\GM13299
CG8191	Dsim\GD17231	Dsec\GM22569
CG8192	Dsim\GD25612	Dsec\GM20135
CG8195	Dsim\GD25611	Dsec\GM20134
CG8197	Dsim\GD10109	Dsec\GM20636
CG8199	Dsim\GD18623	Dsec\GM23814
CG8202	Dsim\GD18571	Dsec\GM23760
CG8204	Dsim\GD25608	Dsec\GM20131
CG8206	Dsim\GD17233	Dsec\GM22571
CG8207	Dsim\GD25606	Dsec\GM20127
CG8209	Dsim\GD14045	Dsec\GM25009
CG8213	Dsim\GD10120	Dsec\GM20646
CG8223	Dsim\GD18572	Dsec\GM23761
CG8230	Dsim\GD10123	Dsec\GM20649
CG8236	Dsim\GD18573	Dsec\GM23764
CG8237	Dsim\GD15381	Dsec\GM21078
CG8243	Dsim\GD10613	Dsec\GM21077
CG8245	Dsim\GD10380	Dsec\GM16515
CG8248	Dsim\GD10127	Dsec\GM20653
CG8249	Dsim\GD25594	Dsec\GM20118
CG8252	Dsim\GD10129	Dsec\GM20656
CG8258	Dsim\GD10130	Dsec\GM20657
CG8270	Dsim\GD13958	Dsec\GM14786
CG8272	Dsim\GD10134	Dsec\GM20660
CG8273	Dsim\GD18627	Dsec\GM23818
CG8281	Dsim\GD14040	Dsec\GM25005
CG8289	Dsim\GD17350	Dsec\GM13304
CG8292	Dsim\GD22431	Dsec\GM13130
CG8298	Dsim\GD10831	Dsec\GM21324
CG8299	Dsim\GD25584	Dsec\GM20107
CG8300	Dsim\GD16834	Dsec\GM17507
CG8301	Dsim\GD18629	Dsec\GM23819
CG8306	Dsim\GD25529	Dsec\GM20048
CG8311	Dsim\GD25530	Dsec\GM20049
CG8312	Dsim\GD18632	Dsec\GM23821
CG8314	Dsim\GD25579	Dsec\GM20103
CG8319	Dsim\GD18633	Dsec\GM23822
CG8320	Dsim\GD11148	Dsec\GM21649
CG8321	Dsim\GD10833	Dsec\GM21326
CG8323	Dsim\GD11023	Dsec\GM21512
CG8326	Dsim\GD17352	Dsec\GM13306
CG8331	Dsim\GD11027	Dsec\GM21516
CG8336	Dsim\GD14199	Dsec\GM25168
CG8343	Dsim\GD10399	Dsec\GM16537
CG8349	Dsim\GD23517	Dsec\GM16862
CG8353	Dsim\GD23516	Dsec\GM16858
CG8358	Dsim\GD18636	Dsec\GM23825
CG8360	Dsim\GD23515	Dsec\GM16857
CG8366	Dsim\GD11147	Dsec\GM21648
CG8368	Dsim\GD13963	Dsec\GM14791
CG8370	Dsim\GD11149	Dsec\GM21650
CG8372	Dsim\GD22432	Dsec\GM13133
CG8379	Dsim\GD18579	Dsec\GM23769
CG8388	Dsim\GD25575	Dsec\GM20099
CG8389	Dsim\GD11150	Dsec\GM21651
CG8397	Dsim\GD25574	Dsec\GM20097
CG8398	Dsim\GD13964	Dsec\GM14792
CG8399	Dsim\GD11152	Dsec\GM21652
CG8401	Dsim\GD11153	Dsec\GM21653
CG8405	Dsim\GD11155	Dsec\GM21655
CG8407	Dsim\GD15397	Dsec\GM21336
CG8412	Dsim\GD18643	Dsec\GM23833
CG8414	Dsim\GD25570	Dsec\GM20093
CG8417	Dsim\GD18644	Dsec\GM23834
CG8419	Dsim\GD23513	Dsec\GM16843
CG8420	Dsim\GD18597	Dsec\GM23786
CG8435	Dsim\GD25564	Dsec\GM20087
CG8441	Dsim\GD25562	Dsec\GM20084
CG8460	Dsim\GD23511	Dsec\GM16819
CG8461	Dsim\GD20416	Dsec\GM25849
CG8468	Dsim\GD11031	Dsec\GM21520
CG8475	Dsim\GD22435	Dsec\GM13146
CG8476	Dsim\GD20517	Dsec\GM25957
CG8481	Dsim\GD18647	Dsec\GM23837
CG8483	Dsim\GD20518	Dsec\GM25958
CG8485	Dsim\GD25693	Dsec\GM20221
CG8492	Dsim\GD13037	Dsec\GM24992
CG8498	Dsim\GD22437	Dsec\GM13159
CG8501	Dsim\GD10872	Dsec\GM21375
CG8507	Dsim\GD18645	Dsec\GM23842
CG8508	Dsim\GD20519	Dsec\GM25959
CG8516	Dsim\GD18646	Dsec\GM23843
CG8519	Dsim\GD13966	Dsec\GM14794
CG8520	Dsim\GD10885	Dsec\GM21389
CG8525	Dsim\GD10886	Dsec\GM21390
CG8526	Dsim\GD18651	Dsec\GM23844
CG8531	Dsim\GD11034	Dsec\GM21524
CG8534	Dsim\GD18652	Dsec\GM23845
CG8539	Dsim\GD13052	Dsec\GM13753
CG8541	Dsim\GD14020	Dsec\GM14848
CG8545	Dsim\GD10891	Dsec\GM21395
CG8547	Dsim\GD25691	Dsec\GM20219
CG8550	Dsim\GD10892	Dsec\GM21396
CG8560	Dsim\GD13057	Dsec\GM13761
CG8562	Dsim\GD14014	Dsec\GM14841
CG8563	Dsim\GD14012	Dsec\GM14839
CG8564	Dsim\GD13058	Dsec\GM13762
CG8565	Dsim\GD17227	Dsec\GM22564
CG8568	Dsim\GD17356	Dsec\GM13313
CG8569	Dsim\GD10895	Dsec\GM21401
CG8578	Dsim\GD24680	Dsec\GM22589
CG8584	Dsim\GD15269	Dsec\GM20669
CG8586	Dsim\GD15270	Dsec\GM20670
CG8596	Dsim\GD13069	Dsec\GM13772
CG8602	Dsim\GD13074	Dsec\GM13776
CG8607	Dsim\GD14003	Dsec\GM14830
CG8611	Dsim\GD17360	Dsec\GM13317
CG8613	Dsim\GD11041	Dsec\GM21533
CG8617	Dsim\GD25687	Dsec\GM20216
CG8620	Dsim\GD13998	Dsec\GM14824
CG8628	Dsim\GD13994	Dsec\GM14821
CG8629	Dsim\GD13089	Dsec\GM13788
CG8630	Dsim\GD18893	Dsec\GM24094
CG8635	Dsim\GD10149	Dsec\GM20672
CG8641	Dsim\GD13094	Dsec\GM13795
CG8642	Dsim\GD10152	Dsec\GM20674
CG8646	Dsim\GD10911	Dsec\GM21416
CG8654	Dsim\GD11488	Dsec\GM21988
CG8661	Dsim\GD15681	Dsec\GM13323
CG8665	Dsim\GD24321	Dsec\GM23412
CG8668	Dsim\GD23505	Dsec\GM16754
CG8671	Dsim\GD24314	Dsec\GM23406
CG8673	Dsim\GD23504	Dsec\GM16743
CG8675	Dsim\GD15685	Dsec\GM13325
CG8677	Dsim\GD24311	Dsec\GM23401
CG8708	Dsim\GD10181	Dsec\GM20714
CG8712	Dsim\GD10192	Dsec\GM20726
CG8713	Dsim\GD10540	Dsec\GM21006
CG8726	Dsim\GD10203	Dsec\GM20738
CG8728	Dsim\GD10210	Dsec\GM20744
CG8735	Dsim\GD10154	Dsec\GM20675
CG8736	Dsim\GD10155	Dsec\GM20677
CG8738	Dsim\GD10592	Dsec\GM21057
CG8740	Dsim\GD10598	Dsec\GM21065
CG8745	Dsim\GD12648	Dsec\GM24577
CG8746	Dsim\GD10601	Dsec\GM21068
CG8757	Dsim\GD17575	Dsec\GM24579
CG8765	Dsim\GD12257	Dsec\GM16842
CG8768	Dsim\GD25817	Dsec\GM20339
CG8771	Dsim\GD25821	Dsec\GM20342
CG8773	Dsim\GD18895	Dsec\GM24097
CG8777	Dsim\GD10628	Dsec\GM21091
CG8778	Dsim\GD25824	Dsec\GM20345
CG8785	Dsim\GD25825	Dsec\GM20346
CG8786	Dsim\GD12263	Dsec\GM17033
CG8788	Dsim\GD10635	Dsec\GM21100
CG8800	Dsim\GD10079	Dsec\GM20606
CG8813	Dsim\GD23190	Dsec\GM18375
CG8814	Dsim\GD23191	Dsec\GM18376
CG8818	Dsim\GD25832	Dsec\GM20353
CG8833	Dsim\GD12644	Dsec\GM24572
CG8834	Dsim\GD25843	Dsec\GM20363
CG8837	Dsim\GD23219	Dsec\GM18406
CG8838	Dsim\GD23224	Dsec\GM18412
CG8839	Dsim\GD25848	Dsec\GM20367
CG8840	Dsim\GD23227	Dsec\GM18416
CG8841	Dsim\GD25849	Dsec\GM20368
CG8850	Dsim\GD25852	Dsec\GM20371
CG8851	Dsim\GD23239	Dsec\GM18419
CG8852	Dsim\GD23240	Dsec\GM18420
CG8854	Dsim\GD15235	Dsec\GM20373
CG8858	Dsim\GD25854	Dsec\GM20376
CG8861	Dsim\GD20807	Dsec\GM26271
CG8866	Dsim\GD20804	Dsec\GM26268
CG8878	Dsim\GD15248	Dsec\GM20384
CG8888	Dsim\GD25863	Dsec\GM20389
CG8891	Dsim\GD22671	Dsec\GM18051
CG8892	Dsim\GD22670	Dsec\GM18050
CG8907	Dsim\GD19128	Dsec\GM15196
CG8908	Dsim\GD11501	Dsec\GM22002
CG8909	Dsim\GD17251	Dsec\GM22597
CG8910	Dsim\GD25510	Dsec\GM20024
CG8915	Dsim\GD15688	Dsec\GM13326
CG8916	Dsim\GD24823	Dsec\GM22598
CG8918	Dsim\GD15693	Dsec\GM13333
CG8924	Dsim\GD17252	Dsec\GM22600
CG8925	Dsim\GD19078	Dsec\GM24289
CG8927	Dsim\GD19079	Dsec\GM24290
CG8929	Dsim\GD11510	Dsec\GM22010
CG8939	Dsim\GD24825	Dsec\GM11680
CG8944	Dsim\GD15780	Dsec\GM22530
CG8945	Dsim\GD15704	Dsec\GM13343
CG8950	Dsim\GD25498	Dsec\GM20009
CG8952	Dsim\GD15779	Dsec\GM22528
CG8958	Dsim\GD24827	Dsec\GM12985
CG8960	Dsim\GD13665	Dsec\GM14468
CG8963	Dsim\GD25501	Dsec\GM20012
CG8974	Dsim\GD15775	Dsec\GM22525
CG8993	Dsim\GD11480	Dsec\GM21982
CG9003	Dsim\GD25892	Dsec\GM20416
CG9004	Dsim\GD13684	Dsec\GM14487
CG9005	Dsim\GD25893	Dsec\GM20418
CG9008	Dsim\GD22046	Dsec\GM15127
CG9010	Dsim\GD25506	Dsec\GM20020
CG9014	Dsim\GD22050	Dsec\GM25378
CG9016	Dsim\GD22624	Dsec\GM17987
CG9018	Dsim\GD13399	Dsec\GM14131
CG9021	Dsim\GD22625	Dsec\GM17989
CG9029	Dsim\GD23367	Dsec\GM18577
CG9034	Dsim\GD16080	Dsec\GM13674
CG9044	Dsim\GD23371	Dsec\GM18583
CG9062	Dsim\GD25924	Dsec\GM20456
CG9065	Dsim\GD15822	Dsec\GM12008
CG9067	Dsim\GD25925	Dsec\GM20457
CG9068	Dsim\GD11181	Dsec\GM21681
CG9072	Dsim\GD15820	Dsec\GM12006
CG9084	Dsim\GD25941	Dsec\GM20472
CG9090	Dsim\GD25287	Dsec\GM19795
CG9095	Dsim\GD15819	Dsec\GM12001
CG9098	Dsim\GD22611	Dsec\GM17975
CG9101	Dsim\GD15814	Dsec\GM16841
CG9107	Dsim\GD22609	Dsec\GM17973
CG9109	Dsim\GD22608	Dsec\GM17972
CG9114	Dsim\GD15810	Dsec\GM10978
CG9117	Dsim\GD22606	Dsec\GM17968
CG9119	Dsim\GD13492	Dsec\GM14230
CG9121	Dsim\GD14930	Dsec\GM18041
CG9123	Dsim\GD15809	Dsec\GM10041
CG9125	Dsim\GD15720	Dsec\GM13363
CG9129	Dsim\GD13598	Dsec\GM13184
CG9130	Dsim\GD13599	Dsec\GM14391
CG9132	Dsim\GD15721	Dsec\GM13364
CG9133	Dsim\GD13600	Dsec\GM14392
CG9135	Dsim\GD23381	Dsec\GM18595
CG9143	Dsim\GD25289	Dsec\GM16861
CG9147	Dsim\GD23383	Dsec\GM18599
CG9149	Dsim\GD13606	Dsec\GM14397
CG9150	Dsim\GD22600	Dsec\GM17962
CG9154	Dsim\GD22599	Dsec\GM17961
CG9164	Dsim\GD15802	Dsec\GM21202
CG9168	Dsim\GD13617	Dsec\GM14408
CG9170	Dsim\GD15768	Dsec\GM23212
CG9173	Dsim\GD13479	Dsec\GM14216
CG9175	Dsim\GD22598	Dsec\GM17959
CG9184	Dsim\GD13484	Dsec\GM14222
CG9186	Dsim\GD13485	Dsec\GM14223
CG9192	Dsim\GD13490	Dsec\GM14228
CG9194	Dsim\GD13596	Dsec\GM14387
CG9205	Dsim\GD13589	Dsec\GM14372
CG9213	Dsim\GD24524	Dsec\GM26681
CG9215	Dsim\GD15791	Dsec\GM22545
CG9220	Dsim\GD15794	Dsec\GM22544
CG9222	Dsim\GD23390	Dsec\GM18607
CG9231	Dsim\GD12270	Dsec\GM17624
CG9235	Dsim\GD11546	Dsec\GM15783
CG9240	Dsim\GD15786	Dsec\GM22538
CG9246	Dsim\GD24306	Dsec\GM23396
CG9248	Dsim\GD24305	Dsec\GM23395
CG9249	Dsim\GD21650	Dsec\GM23272
CG9253	Dsim\GD24302	Dsec\GM23393
CG9254	Dsim\GD22053	Dsec\GM25422
CG9257	Dsim\GD24300	Dsec\GM23391
CG9259	Dsim\GD24297	Dsec\GM23388
CG9263	Dsim\GD22054	Dsec\GM25433
CG9265	Dsim\GD21662	Dsec\GM23287
CG9267	Dsim\GD22057	Dsec\GM25510
CG9269	Dsim\GD18914	Dsec\GM24115
CG9272	Dsim\GD21665	Dsec\GM23290
CG9279	Dsim\GD12274	Dsec\GM17993
CG9281	Dsim\GD15784	Dsec\GM22536
CG9286	Dsim\GD18932	Dsec\GM24135
CG9287	Dsim\GD22390	Dsec\GM12802
CG9288	Dsim\GD18931	Dsec\GM24134
CG9289	Dsim\GD22389	Dsec\GM12791
CG9293	Dsim\GD22064	Dsec\GM25576
CG9294	Dsim\GD11631	Dsec\GM15869
CG9297	Dsim\GD15155	Dsec\GM24131
CG9300	Dsim\GD14812	Dsec\GM19592
CG9302	Dsim\GD22065	Dsec\GM25587
CG9304	Dsim\GD11636	Dsec\GM15875
CG9305	Dsim\GD22066	Dsec\GM25598
CG9308	Dsim\GD15445	Dsec\GM15877
CG9312	Dsim\GD18928	Dsec\GM24129
CG9313	Dsim\GD11552	Dsec\GM15791
CG9314	Dsim\GD23560	Dsec\GM17118
CG9316	Dsim\GD21685	Dsec\GM23313
CG9319	Dsim\GD21682	Dsec\GM23310
CG9323	Dsim\GD21681	Dsec\GM23309
CG9328	Dsim\GD24282	Dsec\GM23372
CG9330	Dsim\GD14814	Dsec\GM19597
CG9331	Dsim\GD24283	Dsec\GM23374
CG9336	Dsim\GD24290	Dsec\GM23380
CG9338	Dsim\GD24291	Dsec\GM23382
CG9344	Dsim\GD11551	Dsec\GM15790
CG9346	Dsim\GD11555	Dsec\GM15794
CG9356	Dsim\GD20800	Dsec\GM26263
CG9360	Dsim\GD15972	Dsec\GM15086
CG9368	Dsim\GD14816	Dsec\GM19607
CG9372	Dsim\GD14817	Dsec\GM19611
CG9376	Dsim\GD14818	Dsec\GM19613
CG9377	Dsim\GD22069	Dsec\GM25631
CG9380	Dsim\GD24892	Dsec\GM11760
CG9384	Dsim\GD14502	Dsec\GM25481
CG9389	Dsim\GD12131	Dsec\GM22155
CG9393	Dsim\GD20785	Dsec\GM26245
CG9395	Dsim\GD22070	Dsec\GM25641
CG9396	Dsim\GD20783	Dsec\GM26243
CG9399	Dsim\GD20782	Dsec\GM26242
CG9400	Dsim\GD15853	Dsec\GM17559
CG9406	Dsim\GD11566	Dsec\GM15808
CG9410	Dsim\GD10417	Dsec\GM20887
CG9411	Dsim\GD15849	Dsec\GM17549
CG9413	Dsim\GD15847	Dsec\GM17545
CG9416	Dsim\GD25326	Dsec\GM19836
CG9422	Dsim\GD10419	Dsec\GM20892
CG9425	Dsim\GD14504	Dsec\GM25483
CG9427	Dsim\GD20778	Dsec\GM26237
CG9444	Dsim\GD20773	Dsec\GM26231
CG9445	Dsim\GD10296	Dsec\GM11076
CG9447	Dsim\GD10294	Dsec\GM20843
CG9451	Dsim\GD12277	Dsec\GM18316
CG9452	Dsim\GD12276	Dsec\GM18213
CG9458	Dsim\GD20751	Dsec\GM26204
CG9459	Dsim\GD20752	Dsec\GM26205
CG9471	Dsim\GD20759	Dsec\GM26213
CG9483	Dsim\GD23571	Dsec\GM17217
CG9485	Dsim\GD11587	Dsec\GM15830
CG9492	Dsim\GD20775	Dsec\GM26232
CG9497	Dsim\GD22588	Dsec\GM17950
CG9498	Dsim\GD22587	Dsec\GM17948
CG9505	Dsim\GD23405	Dsec\GM18623
CG9507	Dsim\GD23407	Dsec\GM18625
CG9509	Dsim\GD15828	Dsec\GM12020
CG9510	Dsim\GD22377	Dsec\GM12672
CG9512	Dsim\GD15829	Dsec\GM12021
CG9515	Dsim\GD22376	Dsec\GM12661
CG9518	Dsim\GD15509	Dsec\GM12028
CG9521	Dsim\GD15510	Dsec\GM12030
CG9522	Dsim\GD24504	Dsec\GM12031
CG9525	Dsim\GD22372	Dsec\GM12628
CG9527	Dsim\GD22578	Dsec\GM17941
CG9531	Dsim\GD22575	Dsec\GM17937
CG9536	Dsim\GD22573	Dsec\GM17935
CG9541	Dsim\GD22371	Dsec\GM12617
CG9547	Dsim\GD22569	Dsec\GM17931
CG9548	Dsim\GD22570	Dsec\GM17932
CG9550	Dsim\GD23415	Dsec\GM18634
CG9568	Dsim\GD23582	Dsec\GM17359
CG9570	Dsim\GD17474	Dsec\GM23003
CG9582	Dsim\GD22366	Dsec\GM12561
CG9586	Dsim\GD22364	Dsec\GM12539
CG9588	Dsim\GD20482	Dsec\GM25915
CG9589	Dsim\GD19046	Dsec\GM24258
CG9590	Dsim\GD19045	Dsec\GM24257
CG9592	Dsim\GD17947	Dsec\GM25467
CG9593	Dsim\GD19049	Dsec\GM24261
CG9596	Dsim\GD22565	Dsec\GM14132
